Eesnimi;Perenimi;Sugu;Sünniaeg;Isikukood;Maakond;Tänav;Asula;Asulatüüp;Mobiiltelefon;Telefon;Surmaaeg;Vanus
Keidi;Romanov;N;18.08.1983;48308180668;Viljandimaa;Jalgratta tee;Ilbaku;küla;59777377;4349309;;
Steven;Liivak;M;18.08.1953;35308184550;Järvamaa;Kummeli;Nurmsi;küla;51874120;3872999;11.10.2007;54
Sofja;Kalda;N;18.08.1978;47808182613;Harjumaa;Rotermanni;Vahetüki;küla;55664724;6689801;;
Ilmar;Gavrilov;M;07.06.1965;36506079751;Valgamaa;Sikuti;Sooru;küla;;7622826;18.08.1968;3
Semjon;Luik;M;18.08.2011;51108186630;Järvamaa;Reideni;Koigi;küla;53942226;3885212;;
Raivo;Sobolev;M;18.08.2008;50808185705;Läänemaa;Allveelaeva;Jalukse;küla;54626337;4747719;;
Margaret;Aleksandrov;N;18.08.1969;46908182838;Võrumaa;Vabaõhumuuseumi tee;Siksälä;küla;59636764;7870135;;
Jaanis;Laas;M;18.08.1915;31508180024;Viljandimaa;Kammelja;Veisjärve;küla;52782411;4388037;;
Annaliisa;Lass;N;18.08.2009;60908182511;Hiiumaa;Suur kaar;Pühalepa;küla;52350518;4681636;;
Raigo;Markus;M;18.08.1991;39108182793;Põlvamaa;Liinivahe;Sülgoja;küla;55428326;7993562;30.09.2011;20
Anastasiya;Koval;N;18.08.1908;40808183182;Põlvamaa;Vesse põik;Valgemetsa;küla;53787687;7920323;;
Oscar;Rüütel;M;31.05.1989;38905316215;Põlvamaa;Sõmera;Litvina;küla;52553512;7932996;18.08.2014;25
Niina;Mikk;N;18.08.2011;61108187578;Võrumaa;Uus-Sauga;Mäe-Suhka;küla;54316210;7864277;;
Eneli;Toots;N;18.08.1977;47708187479;Raplamaa;Vanakuu;Hõreda;küla;;4862962;24.03.1989;11
Michael;Jõe;M;18.08.2018;51808183986;Pärnumaa;Rakvere;Murru;küla;52609327;4491538;;
Maili;Volkov;N;01.10.1975;47510011276;Võrumaa;Kure;Tuplova;küla;;7808964;18.08.1978;2
Adeele;Jakobson;N;18.08.1904;40408188605;Harjumaa;Toom-Kuninga;Mallavere;küla;59388744;6258842;;
Erki;Vasiliev;M;18.08.1956;35608180832;Lääne-Virumaa;Lõosilma tee;Koovälja;küla;56768403;3284179;;
Jan-Erik;Püvi;M;18.08.1930;33008188321;Võrumaa;Sinilille;Augli;küla;;7836726;04.09.1986;56
Christina;Bogdanov;N;18.08.2016;61608187610;Tartumaa;Hõbeda;Haage;küla;54158798;7379004;;
Alika;Reinsalu;N;18.08.1920;42008184639;Tartumaa;Merivälja tee;Kaimi;küla;;7726763;10.11.1970;50
Reiko;Madisson;M;18.08.1936;33608181553;Läänemaa;Külmallika põik;Keedika;küla;52500995;4711273;;
Joonatan;Loorits;M;18.08.1987;38708182152;Hiiumaa;Mustamäe tee;Lepiku;küla;57167048;4643009;;
Karen;Fedotov;N;18.08.1975;47508187505;Lääne-Virumaa;Tiskrevälja;Raudla;küla;52406479;3217169;;
Roberta;Rand;N;17.07.1914;41407170782;Lääne-Virumaa;Sõstramäe;Varudi;küla;;3283794;18.08.1930;16
Violetta;Laks;N;18.08.1908;40808181168;Läänemaa;Vaeselapse;Rumba;küla;54172932;4796143;;
Kaur;Soosalu;M;18.08.1978;37808182804;Lääne-Virumaa;Võidu;Kadila;küla;59179194;3251296;;
Nils;Abel;M;18.08.1982;38208182714;Hiiumaa;Malmi;Villamaa;küla;57506009;4653488;;
Sophia;Danilov;N;18.08.2001;60108189558;Saaremaa;Vesiveski;Siiksaare;küla;53400726;4526198;;
Mattias;Laks;M;18.08.1929;32908188286;Pärnumaa;Komeedi;Lavassaare;alev;50002494;4481969;;
Maire;Laas;N;18.08.2010;61008183528;Tartumaa;Hoburaua;Rämsi;küla;54787068;7876369;;
Anders;Lumi;M;18.08.1990;39008181412;Lääne-Virumaa;Kesktee;Lemmküla;küla;50374128;3237458;;
Betti;Salumäe;N;18.08.1938;43808182584;Võrumaa;Riia;Märdimiku;küla;56015836;7891283;;
Marita;Trei;N;18.08.1958;45808188584;Saaremaa;Kalevala;Lõupõllu;küla;52051659;4599525;31.08.2010;52
Nadezhda;Rebane;N;18.08.2017;61708189792;Harjumaa;Pühavaimu;Harju-Risti;küla;54213670;6633894;;
Karl Jakob;Raadik;M;18.08.2000;50008182866;Harjumaa;Kalevi;Kihmla;küla;53389815;6856383;;
Arseni;Simson;M;18.08.1987;38708186452;Lääne-Virumaa;Kaarli;Sooaluse;küla;53519387;3242872;;
Getrin;Laht;N;18.08.1982;48208187464;Tartumaa;Kullassepa;Päkste;küla;57207680;7449762;;
Marite;Nurm;N;15.11.2009;60911150559;Jõgevamaa;Varre;Tooma;küla;59242048;7715850;18.08.2018;8
Natalja;Jürgens;N;18.08.1965;46508188344;Ida-Virumaa;Hobusepea;Kivinõmme;küla;57457501;3321631;;
Markus;Sorokin;M;18.08.2014;51408182988;Harjumaa;Neemiku;Kose;alevik;59114858;6169514;;
Gerttu;Prikk;N;18.08.1967;46708184563;Saaremaa;Raie;Pähkla;küla;57119119;4507833;;
Elsa;Lääne;N;18.08.1969;46908188028;Raplamaa;Võsu;Loone;küla;51327894;4825400;;
Sarah;Sutt;N;18.08.1914;41408186407;Viljandimaa;Nooruse;Kassi;küla;59249319;4394732;;
Aire;Sorokin;N;18.08.1994;49408187265;Hiiumaa;Tupsi tee;Männamaa;küla;55784011;4666907;;
Nikolay;Vasiliev;M;31.05.1962;36205315660;Valgamaa;Luite;Õlatu;küla;56429860;7668278;18.08.1994;32
Inna;Pajula;N;17.04.1914;41404175537;Läänemaa;Sepikoja tänav;Kesu;küla;;4730771;18.08.1938;24
Anti;Filatov;M;18.08.1903;30308189866;Saaremaa;Soinaste;Muraja;küla;51011740;4570295;;
Lea;Klavan;N;18.08.1921;42108189969;Ida-Virumaa;Püü;Tärivere;küla;52557596;3319490;;
Tairo;Pukk;M;18.08.1995;39508189093;Harjumaa;Paasiku;Linnakse;küla;56391768;6427724;;
Ekke;Saar;M;18.08.1912;31208184370;Võrumaa;Lodja tee;Horsa;küla;52335430;7876149;;
Miko;Kodres;M;22.09.2006;50609221714;Tartumaa;Plasti;Kusma;küla;58423349;7528630;18.08.2019;12
Heiko;Koppel;M;18.08.1969;36908183954;Harjumaa;Ehte;Lemmaru;küla;51661597;6847307;;
Nicole;Õun;N;22.06.1961;46106220374;Põlvamaa;Silgu;Karisilla;küla;50979810;7962480;18.08.2000;39
Melany;Silm;N;18.08.1947;44708181071;Saaremaa;Jumika tee;Saikla;küla;51870295;4522333;03.06.1994;46
Maarja-Liisa;Sorokin;N;18.08.1930;43008185011;Põlvamaa;Nooda;Tooste;küla;50217579;7998605;;
Hugo;Petrov;M;18.08.1925;32508187288;Raplamaa;Kurepõllu;Tapupere;küla;54484913;4895366;;
Thomas;Nazarov;M;18.08.2018;51808183016;Saaremaa;Suru;Tehumardi;küla;54427517;4509406;;
Trevor;Martinson;M;18.08.1967;36708184210;Läänemaa;Ludvig Puusepa;Kullametsa;küla;50679815;4789663;;
Anna Liisa;Sibul;N;18.08.1988;48808185935;Viljandimaa;Põhja;Kuudeküla;küla;55081098;4334096;;
Stiven;Peterson;M;18.08.1914;31408189313;Saaremaa;Forelli;Käo;küla;53923967;4500533;;
Gerda;Gorbunov;N;18.08.1951;45108189304;Jõgevamaa;Mahla;Tagumaa;küla;59687486;7723377;;
Timofei;Vaht;M;18.08.1924;32408182113;Ida-Virumaa;Särjesilma;Smolnitsa;küla;53590570;3372678;;
Katja;Maksimov;N;18.08.1941;44108181701;Põlvamaa;Reha;Sesniki;küla;55238014;7923535;;
Katrina;Põld;N;18.08.1918;41808183473;Järvamaa;Talli;Valila;küla;52644999;3843113;;
Elin;Antonov;N;18.08.2001;60108181637;Saaremaa;Ranna tee;Asuküla;küla;52517340;4547892;21.04.2004;2
Karl-Erik;Liblik;M;18.08.1996;39608187178;Saaremaa;Sarve;Praakli;küla;50569924;4560099;;
Alfred;Suvi;M;18.08.1963;36308186709;Tartumaa;Põhjakaare;Kakumetsa;küla;50964422;7179687;;
Teet;Pruul;M;18.08.1910;31008185169;Harjumaa;Vaksali;Mustu;küla;;6313975;05.10.1971;61
Hanna;Erm;N;18.08.1983;48308181195;Harjumaa;Kesk-Sõjamäe;Ruu;küla;51441697;6234414;25.06.2001;17
Rivo;Kuusik;M;18.08.1960;36008184649;Tartumaa;Köömne;Sirgumetsa;küla;52660692;7730806;;
Cristina;Lunin;N;18.08.1930;43008183252;Põlvamaa;Veeriku tee;Naruski;küla;54958703;7924796;;
Ketlin;Pärtel;N;28.09.1924;42409281363;Harjumaa;Väike-Turu;Lilli;küla;;6213141;18.08.1974;49
Ivika;Kasak;N;18.08.1928;42808185112;Võrumaa;Torupilli ots;Tursa;küla;52852770;7808884;;
Gerda;Soots;N;18.08.2006;60608185229;Saaremaa;Mõisapõllu;Tõru;küla;50796406;4580465;;
Jan;Käsper;M;18.08.1953;35308184543;Harjumaa;Mahtra;Saue;linn;56951327;6804506;05.07.1992;38
Elari;Ojaste;M;04.06.1967;36706045521;Põlvamaa;Nurmenuku tee;Värska;alevik;53207446;7958962;18.08.1996;29
Andre;Gross;M;18.08.2006;50608183525;Põlvamaa;Luise;Pattina;küla;52707617;7980618;;
Boris;Leht;M;18.08.2016;51608180213;Viljandimaa;Kotlepi;Vihi;küla;54581051;4351986;15.06.2018;1
Evelyn;Pukk;N;06.08.1975;47508062511;Tartumaa;Johann Voldemar Jannseni;Tõravere;alevik;57262981;7221973;18.08.1998;23
Kevin;Trei;M;18.08.1911;31108184190;Valgamaa;Mirta;Möldre;küla;57147424;7625555;;
Karlis;Hõbe;M;18.08.1997;39708180869;Viljandimaa;Kose põik;Vasara;küla;56876230;4385720;;
Jelizaveta;Viik;N;18.08.1950;45008185825;Harjumaa;Järva;Vanaküla;küla;55387452;6840423;;
Sander;Raud;M;18.08.1972;37208184866;Võrumaa;Küüvitsa tee;Raotu;küla;57892871;7828447;;
Ardo;Paas;M;18.08.1989;38908182003;Jõgevamaa;Meeliku;Tarakvere;küla;52759696;7731948;;
Adeele;Unt;N;18.08.1981;48108184686;Järvamaa;Friedrich Reinhold Kreutzwaldi;Imavere;küla;51732788;3899638;;
German;Vahtra;M;18.08.1986;38608181085;Viljandimaa;Saadu;Kuhjavere;küla;55332860;4366430;;
Veronika;Kikkas;N;18.08.1941;44108186084;Saaremaa;J. V. Jannseni;Kõljala;küla;58990679;4569244;;
Egon;Mürk;M;18.08.1954;35408185050;Jõgevamaa;Pesa;Kaarepere;küla;54552291;7778237;;
Vsevolod;Nikiforov;M;18.08.1998;39808185400;Võrumaa;Sikupilli;Kurgjärve;küla;55118391;7812665;;
Alissa;Soo;N;18.08.2018;61808181213;Valgamaa;Ketraja;Soontaga;küla;55140536;7647064;07.10.2019;1
Carmel;Štšerbakov;N;18.08.1978;47808185465;Harjumaa;Tarna;Kiia;küla;55825041;6975022;;
Loore;Jermakov;N;18.08.1941;44108181129;Saaremaa;Tammekuru põik;Vahva;küla;58759535;4566260;;
Jarko;Pajula;M;18.08.1951;35108189464;Võrumaa;Viljandi maantee;Mõrgi;küla;53376716;7832660;;
Einar;Treial;M;18.08.1937;33708183808;Harjumaa;Türi;Mustametsa;küla;54987561;6910661;;
Jelizaveta;Suits;N;18.10.1978;47810183629;Hiiumaa;Neeme põik;Nõmba;küla;56661569;4684593;18.08.1993;14
Siiri;Jaakson;N;18.08.1935;43508183881;Saaremaa;Kastani pôik;Orissaare;alevik;59290080;4580355;;
Anna-Maria;Lõhmus;N;23.10.2004;60410233851;Tartumaa;Aedvilja;Aiamaa;küla;55773105;7690076;18.08.2019;14
Teele;Kolesnik;N;18.08.1984;48408187871;Pärnumaa;Õpetajate;Lao;küla;56754885;4403749;;
Karl-Martin;Kasemets;M;18.08.1921;32108183513;Tartumaa;Karusambla;Valguta;küla;59007115;7712982;;
Adele;Säde;N;18.08.1961;46108181876;Viljandimaa;Tulimulla;Lalsi;küla;53804096;4378883;;
Mark;Niit;M;18.08.1902;30208181563;Saaremaa;J. Koorti;Veske;küla;54365636;4527654;;
Sten-Erik;Nuut;M;18.08.1986;38608189284;Tartumaa;Lasnamäe;Parapalu;küla;54092963;7357315;;
Vassili;Žuravljov;M;18.08.1946;34608186809;Jõgevamaa;Hagudi;Punikvere;küla;50088489;7721668;;
Gretel;Petrov;N;18.08.1945;44508189210;Põlvamaa;Kummeli;Lobotka;küla;57605260;7935690;;
Emili;Männiste;N;16.12.2017;61712164085;Saaremaa;Vuti;Nõmpa;küla;56620392;4535911;18.08.2019;1
Silvar;Kattai;M;18.08.1902;30208181145;Harjumaa;Salutähe;Lagedi;alevik;53977739;6785408;;
Aliise;Rohtla;N;23.11.1947;44711233233;Saaremaa;Mustika;Mägi-Kurdla;küla;;4567494;18.08.1980;32
Ege;Sirel;N;18.08.1947;44708180655;Jõgevamaa;Pärnaõie tee;Võikvere;küla;56992173;7734054;;
Liisbet;Jermakov;N;18.08.1978;47808189913;Järvamaa;Kahu;Laaneotsa;küla;59776783;3858169;;
Ekke;Nikiforov;M;18.08.1963;36308182870;Järvamaa;Trummi põik;Vetepere;küla;56870188;3864876;;
Bruno;Schmidt;M;18.08.2014;51408180490;Põlvamaa;Friedrich Kuhlbarsi;Liinamäe;küla;58305421;7960763;;
Žanna;Hunt;N;18.08.1906;40608189288;Saaremaa;Vööri;Kõljala;küla;53893270;4518855;;
Karl Joonas;Kivimäe;M;18.08.1903;30308181350;Võrumaa;Kõlviku põik;Kahru;küla;59344457;7887252;;
Mailiis;Sikk;N;18.08.1927;42708189909;Tartumaa;Nõlvaku;Kääni;küla;57725810;7478466;;
Rauno;Kütt;M;18.08.1916;31608185268;Lääne-Virumaa;Lossi plats;Mustoja;küla;52423103;3296938;;
Siiri;Koger;N;18.08.1993;49308184644;Harjumaa;Helbe;Sambu;küla;57166566;6772393;;
Elizaveta;Vain;N;18.08.1927;42708180859;Põlvamaa;Villem Ormissoni;Tsirksi;küla;58778861;7931774;;
Edward;Trei;M;18.08.1901;30108184434;Viljandimaa;Noole;Villa;küla;59791709;4354887;;
Kiur;Aasmäe;M;18.08.1991;39108185926;Raplamaa;Kummeli;Nõmmeotsa;küla;56911316;4861383;;
Ilmar;Antonov;M;18.08.1938;33808186986;Lääne-Virumaa;Kvissentali põik;Vahakulmu;küla;59143477;3270909;;
Elizabeth;Klimov;N;18.08.1980;48008186468;Raplamaa;Nõo tee;Vastja;küla;58542872;4824640;;
Eliisabeth;Olesk;N;18.08.1931;43108181441;Tartumaa;Lepa;Savikoja;küla;53650921;7232165;;
Jörgen;Kudrjavtsev;M;18.08.1911;31108183928;Võrumaa;Nurmiku põik;Mallika;küla;59785477;7837524;;
Karl Robert;Gerassimov;M;18.08.1998;39808181684;Lääne-Virumaa;Vase tänav;Päide;küla;51905073;3265810;;
Erkki;Kärner;M;18.08.1944;34408186853;Põlvamaa;Äkkeküla tee;Aiaste;küla;58992531;7952156;;
Merili;Marksoo;N;18.08.2000;60008180189;Võrumaa;Patriarh Aleksius II väljak;Kitsõ;küla;55135540;7834590;;
Getter;Kuningas;N;18.08.1992;49208181953;Pärnumaa;Side;Võlla;küla;57760236;4410242;;
Maarja-Liis;Arula;N;18.08.1902;40208182067;Saaremaa;Marsi;Koki;küla;57943010;4581902;;
Emily;Kolberg;N;18.08.1936;43608186067;Jõgevamaa;Mäe;Õuna;küla;56812994;7731237;;
Andra;Viks;N;18.08.2011;61108185360;Ida-Virumaa;Metsa;Nüri;küla;57689045;3303780;;
Hendrik;Leht;M;18.08.1908;30808185117;Harjumaa;Meeruse;Ülgase;küla;55808049;6778156;;
Mia;Paas;N;18.08.1989;48908181315;Võrumaa;Karmiini;Pähni;küla;55966639;7842421;;
Gervin;Leht;M;18.08.1972;37208182994;Harjumaa;Külaniidu tee;Kadaka;küla;54281144;6352928;;
Jonas;Moor;M;18.08.1987;38708180064;Saaremaa;Alajaama;Kuninguste;küla;58037677;4585295;;
Elvira;Koger;N;18.08.1983;48308186405;Saaremaa;Tiimani;Ruhnu;küla;59347987;4510495;28.05.2003;19
Urmet;Villemson;M;18.08.2006;50608187703;Jõgevamaa;Pihlametsa tee;Umbusi;küla;52977193;7767862;;
Kristine;Suits;N;18.08.1966;46608184558;Valgamaa;Säde;Pilkuse;küla;57509013;7619725;;
Minna;Kütt;N;18.08.2009;60908189305;Võrumaa;Pae;Tsergondõ;küla;50747634;7859563;;
Jüri;Heinsalu;M;18.08.1923;32308188478;Harjumaa;Pappsaare  tee;Patika;küla;52887580;6503137;;
Veiko;Afanasjev;M;18.08.1900;30008183203;Harjumaa;Tehase;Laoküla;küla;57659970;6688417;;
Janne;Järvesaar;N;18.08.1997;49708188342;Põlvamaa;Pliiatsi;Karisilla;küla;59870387;7921062;;
Annett;Kangro;N;18.08.1983;48308185910;Võrumaa;Kuldse Kodu;Hinu;küla;51060983;7838818;;
Annika;Järve;N;18.08.1932;43208189589;Valgamaa;Volta;Atra;küla;59878818;7635219;;
Maarja-Liis;Raid;N;18.08.2009;60908186313;Tartumaa;Suitsu põik;Pärsikivi;küla;52570856;7998628;;
Victoria;Alekseev;N;23.01.1942;44201231885;Lääne-Virumaa;Ranniku tee;Veltsi;küla;;3263175;18.08.1951;9
Evgeniya;Luiga;N;18.08.1951;45108181992;Tartumaa;Leegi;Meerapalu;küla;;7250203;22.03.1982;30
Aare;Friedman;M;18.08.1948;34808181660;Hiiumaa;Ants Laikmaa;Külaküla;küla;50247871;4677528;;
Imre;Kolesnik;M;18.08.1918;31808186933;Viljandimaa;Ööbiku;Uusna;küla;58695607;4376460;;
Gert;Raag;M;18.08.2014;51408186919;Põlvamaa;Eduard Bornhöhe tee;Rasina;küla;52424887;7995069;;
Kristlin;Titov;N;18.08.2003;60308185646;Põlvamaa;Rannakajaka;Mustakurmu;küla;59942458;7978082;;
Silva;Solovjov;N;18.08.1952;45208186038;Võrumaa;Oja;Liivakupalu;küla;;7898314;11.02.1973;20
Robi;Luts;M;18.08.1975;37508181040;Läänemaa;Võruvälja;Niinja;küla;50692633;4735475;;
Kamilla;Panov;N;18.08.1986;48608186063;Ida-Virumaa;Apteegi;Pühajõe;küla;59778931;3324720;;
Eret;Sidorov;N;18.08.1992;49208182428;Saaremaa;N. Lunini põik;Vahtraste;küla;56635111;4579194;;
Urmet;Uustalu;M;18.08.1951;35108182928;Saaremaa;Põõsa tee;Oessaare;küla;;4530951;15.03.1981;29
Tauno;Kirss;M;09.10.1912;31210093609;Põlvamaa;5. liin;Vivva;küla;56604032;7967223;18.08.2014;101
Aleksei;Karu;M;18.08.1985;38508184046;Võrumaa;Kanali tee;Savioja;küla;51700815;7888604;;
Vadim;Lass;M;18.08.1999;39908184340;Põlvamaa;Kaare;Rääptsova;küla;58679629;7935324;;
Adrian;Ilves;M;18.08.1957;35708186780;Viljandimaa;Fortuuna tänav;Surva;küla;59553283;4363715;;
Emily;Gromov;N;18.08.1944;44408181192;Lääne-Virumaa;Külaniidu tee;Marinu;küla;;3232660;01.12.1990;46
Taaniel;Gorbunov;M;18.08.1937;33708187225;Harjumaa;Väike-Ameerika;Vihterpalu;küla;54851556;6245134;;
Triinu;Drozdov;N;18.08.1919;41908189635;Järvamaa;Tammeoksa;Võrevere;küla;51782011;3894822;;
Jorma;Erm;M;18.08.1942;34208183846;Tartumaa;Sitska tee;Märja;alevik;55874040;7638333;;
Karmen;Puusepp;N;18.08.1947;44708180337;Ida-Virumaa;Tallinna  maantee;Taga-Roostoja;küla;;3339775;12.10.1977;30
Ekaterina;Lunin;N;03.08.1939;43908030582;Ida-Virumaa;Papiniidu;Järve;küla;50929151;3384703;18.08.1996;57
Anneliis;Vahtra;N;18.08.1956;45608183929;Saaremaa;Rapla;Ariste;küla;55209872;4589581;;
Carolin;Gorbunov;N;18.08.1995;49508187600;Raplamaa;Kõrgepinge;Mällu;küla;51094179;4825899;;
Arseni;Karpova;M;18.08.1930;33008187751;Saaremaa;5. Paemurru;Kuiste;küla;53353079;4560652;;
Ervin;Kazakov;M;18.08.1925;32508186662;Saaremaa;Lemmiku põik;Jööri;küla;59068645;4589227;;
Alina;Romanov;N;04.11.1954;45411045902;Läänemaa;Loo;Poanse;küla;;4794051;18.08.1982;27
Rebeka;Palu;N;18.08.1909;40908182624;Tartumaa;Ääsi tänav;Kureküla;alevik;54721266;7733803;;
Jüri;Egorov;M;18.08.2007;50708184484;Valgamaa;Kedriku;Korijärve;küla;58936886;7683749;;
Eleonora;Alekseev;N;18.08.1953;45308182139;Ida-Virumaa;Tuule;Sälliksaare;küla;58405559;3344558;;
Thomas;Org;M;18.08.1902;30208188301;Harjumaa;Vabarna tee;Lehtmetsa;küla;57412517;6950832;;
Vjatšeslav;Kroon;M;18.08.2010;51008180729;Järvamaa;Tuulemäe;Ataste;küla;50704788;3857348;;
Alvar;Pihlak;M;18.08.2011;51108188713;Harjumaa;Võruvälja;Looküla;küla;58522737;6685666;;
Olavi;Sokolov;M;18.08.1907;30708185438;Jõgevamaa;Soola;Visusti;küla;54746982;7781744;;
Jana;Jõe;N;23.04.1906;40604231080;Pärnumaa;Niguliste;Veskisoo;küla;;4424299;18.08.1991;85
Liliana;Sibul;N;18.08.1995;49508186389;Viljandimaa;Västriku;Halliste;alevik;57174046;4335570;;
Reno;Aakre;M;18.08.2008;50808181299;Tartumaa;Mesika põik;Pupastvere;küla;53935163;7544893;;
Julija;Anton;N;18.08.2014;61408187720;Viljandimaa;Käia;Muksi;küla;50199245;4361609;;
Oliver;Pärna;M;18.08.1939;33908183207;Võrumaa;Kristjan Raua;Palandõ;küla;52520322;7811863;;
Anna;Markson;N;18.08.1939;43908189345;Harjumaa;Sarapiku tee;Pillapalu;küla;54117897;6188837;;
Ellen;Markson;N;18.08.1962;46208189920;Ida-Virumaa;Kiriku plats;Rausvere;küla;54930853;3395045;;
Janis;Hunt;M;18.08.1940;34008184430;Saaremaa;Mätta;Välta;küla;50258633;4508840;;
Veera;Štšerbakov;N;18.08.1952;45208187481;Raplamaa;Lääne;Päädeva;küla;55571987;4868116;;
Mirell;Niit;N;30.03.1982;48203305064;Lääne-Virumaa;Päevakoera;Vainupea;küla;58044609;3214297;18.08.2007;25
Laur;Põldmaa;M;18.08.1900;30008185671;Võrumaa;Maleva;Käänu;küla;52640960;7833945;;
Tiina;Kohv;N;03.09.2016;61609037764;Lääne-Virumaa;Piparmündi;Nurkse;küla;50312841;3255298;18.08.2019;2
Līga;Ignatjev;N;18.08.2018;61808185830;Harjumaa;Jakob Mändmetsa;Keelva;küla;55398921;6301089;;
Gerdi;Kaljuvee;N;18.08.1933;43308188448;Võrumaa;Rukkilille tee;Rusima;küla;;7823019;20.05.1975;41
Alan;Järvesaar;M;18.08.1991;39108182300;Tartumaa;Kivila;Aravu;küla;58000235;7967673;;
Ivika;Miller;N;18.08.1972;47208188948;Põlvamaa;Vaksiku;Sirvaste;küla;53555675;7921152;;
Astrid;Koitla;N;18.08.1946;44608181389;Jõgevamaa;Väina tee;Altnurga;küla;50018989;7742335;;
Liise;Silm;N;18.08.1931;43108186972;Võrumaa;Kapteni;Mäe-Tilga;küla;59581807;7820467;;
Danila;Ivask;M;18.08.1937;33708181996;Võrumaa;Hoo;Kadõni;küla;54762288;7863682;;
Annely;Hansen;N;18.08.1987;48708183018;Lääne-Virumaa;Gildi tänav;Saukse;küla;52903031;3239868;;
Elizaveta;Raja;N;18.08.1936;43608187129;Raplamaa;Männiku;Leibre;küla;52878535;4845152;;
Alo;Annus;M;18.08.1908;30808186287;Hiiumaa;Liivakuru;Kõrgessaare;alevik;56714037;4678225;;
Olga;Paap;N;18.08.2017;61708181703;Raplamaa;Mustakivi tee;Saksa;küla;51276547;4836161;;
Harry;Raidma;M;18.08.1930;33008180260;Võrumaa;Madala;Söödi;küla;59069140;7883712;;
Karl Johannes;Titov;M;18.08.1969;36908181703;Tartumaa;Kauri;Koopsi;küla;56917039;7464311;;
Ketrin;Mänd;N;18.08.1919;41908184572;Viljandimaa;Mehaanika;Roosilla;küla;53499913;4331364;;
Lija;Vahtra;N;18.08.1993;49308182058;Võrumaa;Nõo tee;Lompka;küla;54838265;7861219;;
Jana;Peterson;N;18.08.1939;43908184656;Võrumaa;Jõekääru;Kängsepä;küla;56802319;7819875;;
Vladimir;Maksimov;M;18.08.1927;32708188952;Pärnumaa;Veskilise;Metsapoole;küla;50613842;4499063;;
Jarko;Laks;M;18.08.1992;39208180408;Tartumaa;Muru;Palupõhja;küla;51533842;7319032;;
Matis;Härm;M;18.08.2014;51408182468;Läänemaa;Suur-Laagri;Uneste;küla;57912305;4717117;;
Karl-Markus;Kaljuste;M;18.08.1999;39908186457;Võrumaa;Ojakääru;Sika;küla;53875714;7886385;;
Joel;Pavlov;M;18.08.1923;32308180545;Tartumaa;Salve;Järiste;küla;52814229;7755566;;
Gunnar;Villemson;M;18.08.1962;36208189464;Raplamaa;Rohula;Kehtna;alevik;55475345;4860033;;
Karl-Kristjan;Mädamürk;M;18.08.2007;50708189506;Võrumaa;3. Jôe;Handimiku;küla;57663555;7871401;;
Marilyn;Tõnisson;N;18.08.1924;42408183506;Tartumaa;Lelle;Külitse;küla;51007160;7622108;;
Evelyn;Järve;N;18.08.2001;60108187708;Saaremaa;Mait Metsanurga;Kuuse;küla;52449675;4597729;;
Andrei;Sulg;M;18.08.1916;31608186709;Saaremaa;Järve;Murika;küla;59913857;4588500;;
Joanna;Kasak;N;18.08.1988;48808181047;Harjumaa;Lätte;Tammispea;küla;59094135;6535691;;
Ken;Ilves;M;18.08.1982;38208188543;Võrumaa;Saue;Kilomani;küla;58994238;7851028;;
Eva-Liisa;Tõnisson;N;18.08.1922;42208189488;Harjumaa;Kulgu;Rehemäe;küla;52243852;6871150;;
Emilie;Jakovlev;N;18.08.1947;44708183079;Saaremaa;Ranniku põik;Imara;küla;59992597;4589535;;
Alina;Popov;N;18.08.1949;44908183760;Valgamaa;Võsara;Pilkuse;küla;50938267;7658901;;
Merlin;Rüütel;N;18.08.2011;61108185190;Lääne-Virumaa;Rävala puiestee;Nõmmise;küla;52352169;3271654;;
Saamuel;Meister;M;18.08.1901;30108180334;Võrumaa;Turba;Kuksina;küla;;7899400;19.03.1925;23
Eike;Simm;N;18.08.1972;47208184784;Raplamaa;Elva;Nõlva;küla;56075861;4874403;;
Irena;Silm;N;18.08.1924;42408181137;Põlvamaa;Siidisaba;Kiidjärve;küla;53728879;7975440;04.09.2013;89
Carl;Arula;M;18.08.1924;32408186806;Pärnumaa;Tornimäe;Uulu;küla;59496372;4459139;;
Dagmar;Silm;N;18.08.1985;48508180586;Harjumaa;Kerese;Suursoo;küla;50267408;6784068;;
Jarek;Käärik;M;18.08.1969;36908184995;Lääne-Virumaa;Tammiku;Äntu;küla;57963679;3278971;;
Ilya;Soots;M;18.08.2008;50808181623;Harjumaa;Välgu;Laulasmaa;küla;52587046;6783524;;
Martha;Pärn;N;18.08.1976;47608189756;Tartumaa;Männiku tee;Kõdesi;küla;56685189;7747594;;
Samanta;Rand;N;18.08.1993;49308181129;Põlvamaa;Tammeoksa;Madi;küla;54912056;7966386;;
Agnessa;Markus;N;18.08.1949;44908180388;Harjumaa;Sepakuru tänav;Vaela;küla;58987560;6573961;;
Regina;Sikorski;N;06.12.1943;44312065152;Lääne-Virumaa;Pliiatsi;Sootaguse;küla;50874950;3299325;18.08.2008;64
Jarmo;Sirel;M;18.08.1990;39008185657;Valgamaa;Pôdra;Komsi;küla;51750197;7637827;;
Pavel;Vain;M;18.08.1912;31208181218;Raplamaa;Kanepi;Kunsu;küla;59782469;4859660;;
Lily;Kurm;N;18.08.1986;48608181716;Harjumaa;Trepi;Muuga;küla;53681256;6346232;;
